symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
BDJ,Blackrock Enhanced Equity Dividend Trust,$7.86,0.05,0.64%,526187,0.00,United States,2005,Finance Companies,Finance,/market-activity/stocks/bdj
BDL,Flanigan's Enterprises Inc. Common Stock,$30.175,-0.725,-2.346%,171,56084673.00,United States,1972,Restaurants,Consumer Discretionary,/market-activity/stocks/bdl
BDN,Brandywine Realty Trust Common Stock,$4.67,-0.07,-1.477%,1104323,803696077.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bdn
BDRX,Biodexa Pharmaceuticals plc American Depositary Shs,$5.02,0.26,5.462%,60259,4593295.00,United Kingdom,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bdrx
BDSX,Biodesix Inc. Common Stock,$1.66,-0.05,-2.924%,51834,130499429.00,United States,2020,Precision Instruments,Health Care,/market-activity/stocks/bdsx
BDTX,Black Diamond Therapeutics Inc. Common Stock,$3.23,-0.03,-0.92%,226106,166581833.00,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bdtx
BDX,Becton Dickinson and Company Common Stock,$280.01,3.01,1.087%,1342984,81233301806.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/bdx
BE,Bloom Energy Corporation Class A Common Stock,$14.46,0.11,0.767%,3003220,3028238288.00,United States,2018,Industrial Machinery/Components,Energy,/market-activity/stocks/be
BEAM,Beam Therapeutics Inc. Common Stock,$23.21,0.15,0.65%,597471,1838220418.00,United States,2020,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/beam
BEAT,Heartbeam Inc. Common Stock,$1.97,-0.18,-8.372%,76558,51834451.00,United States,2021,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/beat
BEATW,Heartbeam Inc. Warrant,$0.40,0.00,0.00%,1,10524762.00,United States,2021,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/beatw
BECN,Beacon Roofing Supply Inc. Common Stock,$75.87,-0.67,-0.875%,434851,4787094506.00,United States,2004,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/becn
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing four Class A Ordinary Share,$0.88,-0.02,-2.222%,3341,26222279.00,China,2017,Educational Services,Consumer Discretionary,/market-activity/stocks/bedu
BEEM,Beam Global Common Stock,$8.33,0.60,7.762%,185350,116084014.00,United States,,Semiconductors,Technology,/market-activity/stocks/beem
BEEMW,Beam Global Warrant,$4.23,0.555,15.102%,1749,58947825.00,United States,,Semiconductors,Technology,/market-activity/stocks/beemw
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),$14.32,-0.04,-0.279%,6639123,18074961760.00,China,2020,Real Estate,Finance,/market-activity/stocks/beke
BELFA,Bel Fuse Inc. Class A Common Stock,$48.27,-1.05,-2.129%,728,616859176.00,United States,,,,/market-activity/stocks/belfa
BELFB,Bel Fuse Inc. Class B Common Stock,$49.74,-0.76,-1.505%,62994,635644819.00,United States,,,,/market-activity/stocks/belfb
BEN,Franklin Resources Inc. Common Stock,$25.79,0.18,0.703%,2233966,12868637978.00,United States,,Investment Managers,Finance,/market-activity/stocks/ben
BENF,Beneficient Class A Common Stock,$2.14,0.28,15.054%,162835,0.00,United States,,Blank Checks,Finance,/market-activity/stocks/benf
BENFW,Beneficient Warrant,$0.0364,-0.0003,-0.817%,1253,0.00,United States,,Blank Checks,Finance,/market-activity/stocks/benfw
BEP,Brookfield Renewable Partners L.P. ,$26.30,0.12,0.458%,119120,8241335125.00,Canada,,Electric Utilities: Central,Utilities,/market-activity/stocks/bep
BEP^A,Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units Series 17,$18.4988,-0.5212,-2.74%,1877,,Canada,,,,/market-activity/stocks/bep^a
BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,$28.70,0.25,0.879%,280119,4942659413.00,United States,2020,,,/market-activity/stocks/bepc
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,$14.73,0.01,0.068%,5044,0.00,Canada,,,,/market-activity/stocks/beph
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,$15.22,-0.17,-1.105%,3835,0.00,Canada,2021,,,/market-activity/stocks/bepi
BERY,Berry Global Group Inc. Common Stock,$63.17,0.54,0.862%,882657,7529864000.00,United States,2012,Plastic Products,Industrials,/market-activity/stocks/bery
BEST,BEST Inc. American Depositary Shares each representing twenty (20) Class A Ordinary Shares,$2.85,0.19,7.143%,44672,56544000.00,Cayman Islands,2023,,,/market-activity/stocks/best
BETR,Better Home & Finance Holding Company Class A Common Stock,$1.19,0.04,3.478%,58781573,10708703.00,United Kingdom,2021,Finance: Consumer Services,Finance,/market-activity/stocks/betr
BETRW,Better Home & Finance Holding Company Warrant,$0.1794,0.0493,37.894%,328119,1614404.00,United Kingdom,2021,Finance: Consumer Services,Finance,/market-activity/stocks/betrw
BF/A,Brown Forman Corporation,$69.36,0.60,0.873%,26046,,United States,,,,/market-activity/stocks/bf/a
BF/B,Brown Forman Corporation,$68.09,0.72,1.069%,918684,,United States,,,,/market-activity/stocks/bf/b
BFAC,Battery Future Acquisition Corp. Class A Ordinary Shares,$10.79,0.00,0.00%,586,0.00,,2022,Blank Checks,Finance,/market-activity/stocks/bfac
BFAM,Bright Horizons Family Solutions Inc. Common Stock,$95.25,-0.43,-0.449%,356167,5506518038.00,United States,2013,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/bfam
BFC,Bank First Corporation Common Stock,$78.00,-0.03,-0.038%,6678,810409002.00,United States,,Major Banks,Finance,/market-activity/stocks/bfc
BFH,Bread Financial Holdings Inc. Common Stock,$37.01,-0.25,-0.671%,509321,1858793904.00,United States,,Business Services,Consumer Discretionary,/market-activity/stocks/bfh
BFI,BurgerFi International Inc. Common Stock ,$1.42,0.02,1.429%,26752,38056142.00,Mexico,2018,Restaurants,Consumer Discretionary,/market-activity/stocks/bfi
BFIIW,BurgerFi International Inc. Warrant ,$0.1401,0.0101,7.769%,704,3754694.00,Mexico,2018,Restaurants,Consumer Discretionary,/market-activity/stocks/bfiiw
BFIN,BankFinancial Corporation Common Stock,$8.80,-0.01,-0.114%,32107,110884206.00,United States,2005,Savings Institutions,Finance,/market-activity/stocks/bfin
BFK,BlackRock Municipal Income Trust,$9.54,0.00,0.00%,68192,0.00,United States,,Finance Companies,Finance,/market-activity/stocks/bfk
BFLY,Butterfly Network Inc. Class A Common Stock,$1.75,0.04,2.339%,1861345,361609726.00,United States,2020,Medical Electronics,Health Care,/market-activity/stocks/bfly
BFRG,Bullfrog AI Holdings Inc. Common Stock,$3.11,0.11,3.667%,100903,18954343.00,United States,2023,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/bfrg
BFRGW,Bullfrog AI Holdings Inc. Warrants,$0.45,0.0539,13.608%,2861,2742590.00,United States,2023,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/bfrgw
BFRI,Biofrontera Inc. Common Stock,$8.72,-0.44,-4.803%,1215,11640764.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bfri
BFS,Saul Centers Inc. Common Stock,$36.43,-0.06,-0.164%,20708,872223672.00,United States,1993,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bfs
BFS^D,Saul Centers Inc. Depositary Shares each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock,$20.64,0.15,0.732%,3189,,United States,,,,/market-activity/stocks/bfs^d
BFS^E,Saul Centers Inc. Depositary shares each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock,$20.53,0.03,0.146%,2218,,United States,,,,/market-activity/stocks/bfs^e
BFST,Business First Bancshares Inc. Common Stock,$20.15,-0.07,-0.346%,59930,510684985.00,United States,,Major Banks,Finance,/market-activity/stocks/bfst
BFZ,BlackRock California Municipal Income Trust,$11.27,0.03,0.267%,48302,0.00,United States,2001,Finance Companies,Finance,/market-activity/stocks/bfz
BG,Bunge Limited Bunge Limited,$112.71,0.62,0.553%,853335,16973702887.00,United States,2001,Packaged Foods,Consumer Staples,/market-activity/stocks/bg
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,$11.03,-0.05,-0.451%,248710,0.00,United States,2012,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgb
BGC,BGC Group Inc. Class A Common Stock,$5.10,0.03,0.592%,1512458,2543942455.00,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/bgc
BGFV,Big 5 Sporting Goods Corporation Common Stock,$8.06,0.20,2.545%,192935,180963056.00,United States,2002,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/bgfv
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,$13.15,0.04,0.305%,26870,0.00,United States,2012,Investment Managers,Finance,/market-activity/stocks/bgh
BGI,Birks Group Inc. Common Stock,$3.40,0.0001,0.003%,2567,37298000.00,Canada,,Consumer Specialties,Consumer Discretionary,/market-activity/stocks/bgi
BGLC,BioNexus Gene Lab Corp Common stock,$1.30,0.12,10.169%,841720,23008114.00,Malaysia,,Medical Specialities,Health Care,/market-activity/stocks/bglc
BGNE,BeiGene Ltd. American Depositary Shares,$198.41,-0.47,-0.236%,147221,13302106192.00,Cayman Islands,2016,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bgne
BGR,BlackRock Energy and Resources Trust,$12.66,0.10,0.796%,88083,20702796720.00,United States,2004,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgr
BGS,B&G Foods Inc. Common Stock,$12.40,0.25,2.058%,924979,896415505.00,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/bgs
BGSF,BGSF Inc. Common Stock,$9.71,-0.10,-1.019%,4754,105086980.00,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/bgsf
BGT,BlackRock Floating Rate Income Trust,$11.86,0.07,0.594%,59493,0.00,United States,2004,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgt
BGX,Blackstone Long Short Credit Income Fund Common Shares,$11.50,-0.02,-0.174%,24598,0.00,,2011,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgx
BGXX,Bright Green Corporation Common Stock,$0.5583,0.0114,2.084%,186325,100282325.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bgxx
BGY,Blackrock Enhanced International Dividend Trust,$5.20,0.03,0.58%,171283,0.00,United States,2007,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/bgy
BH,Biglari Holdings Inc. Class B Common Stock,$186.62,0.11,0.059%,1484,424654556.00,United States,2018,Restaurants,Consumer Discretionary,/market-activity/stocks/bh
BHAC,Crixus BH3 Acquisition Company Class A Common Stock,$10.46,0.00,0.00%,1161,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/bhac
BHACU,Crixus BH3 Acquisition Company Units,$10.97,0.775,7.602%,201,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/bhacu
BHACW,Crixus BH3 Acquisition Company Warrants,$0.0271,0.00,0.00%,6790,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/bhacw
BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,$1.26,-0.02,-1.563%,98090,12461400.00,China,2019,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/bhat
BHB,Bar Harbor Bankshares Inc. Common Stock,$24.70,-0.16,-0.644%,29239,374354954.00,United States,1997,Major Banks,Finance,/market-activity/stocks/bhb
BHC,Bausch Health Companies Inc. Common Stock,$8.24,0.17,2.107%,3806613,3002114335.00,Canada,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bhc
BHE,Benchmark Electronics Inc. Common Stock,$25.04,-0.15,-0.595%,125557,893192675.00,United States,,Electrical Products,Technology,/market-activity/stocks/bhe
BHF,Brighthouse Financial Inc. Common Stock,$48.00,0.08,0.167%,303056,3144117504.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhf
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,$23.27,0.26,1.13%,8675,1524241965.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfal
BHFAM,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D,$14.92,-0.03,-0.201%,19101,977296524.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfam
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,$17.38,0.00,0.00%,14813,1138432546.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfan
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,$22.55,-0.23,-1.01%,20818,1477080202.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfao
BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,$21.54,-0.08,-0.37%,26839,1410922730.00,United States,,Life Insurance,Finance,/market-activity/stocks/bhfap
BHG,Bright Health Group Inc. Common Stock,$8.43,-0.26,-2.992%,41383,67033902.00,United States,2021,Medical Specialities,Health Care,/market-activity/stocks/bhg
BHIL,Benson Hill Inc. Common Stock,$0.62,0.01,1.639%,262018,128629696.00,United States,2021,Packaged Foods,Consumer Staples,/market-activity/stocks/bhil
BHK,Blackrock Core Bond Trust,$10.24,0.04,0.392%,107889,0.00,United States,2001,Finance Companies,Finance,/market-activity/stocks/bhk
BHLB,Berkshire Hills Bancorp Inc. Common Stock,$20.84,-0.38,-1.791%,208574,922736390.00,United States,,Banks,Finance,/market-activity/stocks/bhlb
BHM,Bluerock Homes Trust Inc. Class A Common Stock,$13.11,-0.22,-1.65%,6001,50829908.00,,2022,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bhm
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),$55.21,-0.16,-0.289%,3109646,139745431660.00,Australia,,Metal Mining,Basic Materials,/market-activity/stocks/bhp
BHR,Braemar Hotels & Resorts Inc. Common Stock,$2.44,0.10,4.274%,542406,161025099.00,United States,2013,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/bhr
BHR^B,Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,$13.03,-0.30,-2.251%,13145,,United States,,,,/market-activity/stocks/bhr^b
BHR^D,Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock  par value $0.01 per share,$18.8999,1.0999,6.179%,329,,United States,,,,/market-activity/stocks/bhr^d
BHRB,Burke & Herbert Financial Services Corp. Common Stock,$49.79,-0.07,-0.14%,30619,369728590.00,United States,,Major Banks,Finance,/market-activity/stocks/bhrb
BHV,BlackRock Virginia Municipal Bond Trust,$10.115,0.005,0.049%,4052,0.00,United States,2002,Finance/Investors Services,Finance,/market-activity/stocks/bhv
BHVN,Biohaven Ltd. Common Shares ,$19.25,0.43,2.285%,412409,1315103752.00,United States,2022,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/bhvn
BIAF,bioAffinity Technologies Inc. Common Stock,$1.7238,0.0038,0.221%,798,15139356.00,United States,2022,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/biaf
BIAFW,bioAffinity Technologies Inc. Warrant,$0.301,0.00,0.00%,40,2643547.00,United States,2022,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/biafw
BIDU,Baidu Inc. ADS,$133.83,-0.18,-0.134%,2094141,46783377876.00,China,2005,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/bidu
BIG,Big Lots Inc. Common Stock,$6.13,0.03,0.492%,818781,177945998.00,United States,,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/big
BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,$10.47,0.08,0.77%,507403,785922750.00,United States,2020,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/bigc
BIGZ,BlackRock Innovation and Growth Term Trust Common Shares of Beneficial Interest,$7.45,0.08,1.085%,482216,1756681496.00,,2021,,,/market-activity/stocks/bigz
BIIB,Biogen Inc. Common Stock,$264.43,2.00,0.762%,608145,38295634474.00,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/biib
BILI,Bilibili Inc. American Depositary Shares,$14.56,-0.37,-2.478%,6839491,5745078758.00,China,2018,EDP Services,Technology,/market-activity/stocks/bili
BILL,BILL Holdings Inc. Common Stock,$105.26,0.19,0.181%,1366289,11186003462.00,United States,2019,EDP Services,Technology,/market-activity/stocks/bill
BIMI,BIMI International Medical Inc. Common Stock,$2.20,-0.11,-4.762%,40253,9646516.00,China,,Other Pharmaceuticals,Health Care,/market-activity/stocks/bimi
